4|(object_2 ORANGE CYLINDER,)|next to the sphere|next to the sphere|'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "the"\n    NounPhrase\n      Noun "sphere"\n'|
2|(object_2 PURPLE BOX,)|at the front edge of the table|at the front edge of the table|'RelationLandmarkPhrase\n  Relation "at"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "front"\n        Noun "edge"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
2|(object_5 PURPLE BOX,)|on the left side of the table|on the left side of the table|'RelationLandmarkPhrase\n  OnRelation "on"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "left"\n        Noun "side"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
3|(object_3 ORANGE CYLINDER,)|near the end of the table|near the end of the table|'RelationLandmarkPhrase\n  Relation "near"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "end"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
5|(object_2 PURPLE SPHERE,)|next to a small green rectangular cube, between the center and back of the table|next to a green rectangular cube, between the center and back of the table|'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "a"\n    AdjectiveNounPhrase\n      TwoAdjectivePhrase\n        Adjective "green"\n        Adjective "rectangular"\n      Noun "cube"\n'|
1|(object_2 ORANGE CYLINDER,)|behind the blue ball, closest to your point of view|behind the blue ball, closest to your point of view|'RelationLandmarkPhrase\n  Relation "behind"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "blue"\n      Noun "ball"\n'|
2|(object_3 PURPLE BOX,)|in the middle of the table|in the middle of the table|'RelationLandmarkPhrase\n  OnRelation "in"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
1|(object_3 ORANGE BOX,)|on the other side of the table near a pink block and in front of a purple block|on the other side of the table near a pink block and in front of a purple block|'RelationLandmarkPhrase\n  Relation "in front of"\n  ReferringExpression\n    Article "a"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "purple"\n      Noun "block"\n'|
5|(object_3 BLUE BOX,)|placed near the yellow ball and also it is in the top middle of the table| near the yellow ball and also in the top middle of the table|'RelationLandmarkPhrase\n  Relation "near"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "yellow"\n      Noun "ball"\n'|
1|(object_3 ORANGE BOX,)|in the middle of the table|in the middle of the table|'RelationLandmarkPhrase\n  OnRelation "in"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
3|(object_3 ORANGE CYLINDER,)|at the back left corner of the table|at the back left corner of the table|'RelationLandmarkPhrase\n  Relation "at"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        TwoAdjectivePhrase\n          OrientationAdjective\n            Direction "back"\n          OrientationAdjective\n            Direction "left"\n        Noun "corner"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
5|(object_5 GREEN BOX,)|in the middle of the table|in the middle of the table|'RelationLandmarkPhrase\n  OnRelation "in"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
1|(object_5 PURPLE BOX,)|at the top edge of the table|at the top edge of the table|'RelationLandmarkPhrase\n  Relation "at"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "top"\n        Noun "edge"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
5|(object_5 GREEN BOX,)|next to the small purple circle|next to the purple circle|'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "purple"\n      Noun "circle"\n'|
3|(object_4 GREEN BOX,)|next to the small cylinder|next to the cylinder|'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "the"\n    NounPhrase\n      Noun "cylinder"\n'|
2|(object_1 YELLOW BOX,)|at the far end of the table|at the far end of the table|'RelationLandmarkPhrase\n  Relation "at"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "far"\n        Noun "end"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
5|(object_2 PURPLE SPHERE,)|beside a green cube, in the middle of the table|beside a green cube, in the middle of the table|'RelationLandmarkPhrase\n  OnRelation "in"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
1|(object_4 PINK BOX,)|at the far end of the table|at the far end of the table|'RelationLandmarkPhrase\n  Relation "at"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "far"\n        Noun "end"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
3|(object_4 GREEN BOX,)|slightly in front of the small blue cylinder| in front of the blue cylinder|'RelationLandmarkPhrase\n  Relation "in front of"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "blue"\n      Noun "cylinder"\n'|
5|(object_4 PURPLE BOX,)|on the table|on the table|'RelationLandmarkPhrase\n  OnRelation "on"\n  ReferringExpression\n    Article "the"\n    NounPhrase\n      Noun "table"\n'|
3|(object_3 ORANGE CYLINDER,)|near the back left corner of the table|near the back left corner of the table|'RelationLandmarkPhrase\n  Relation "near"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        TwoAdjectivePhrase\n          OrientationAdjective\n            Direction "back"\n          OrientationAdjective\n            Direction "left"\n        Noun "corner"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
1|(object_1 BLUE SPHERE,)|just right of the middle of the table, very near the short orange cylinder| right of the middle of the table, near the orange cylinder|'RelationLandmarkPhrase\n  Relation "near"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "orange"\n      Noun "cylinder"\n'|
4|(object_1 RED SPHERE,)|towards the center of the table, behind the yellow rectangle|towards the center of the table, behind the yellow rectangle|'RelationLandmarkPhrase\n  Relation "behind"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "yellow"\n      Noun "rectangle"\n'|
1|(object_2 ORANGE CYLINDER,)|next to a blue sphere|next to a blue sphere|'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "a"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "blue"\n      Noun "sphere"\n'|
5|(object_3 BLUE BOX,)|furthust from me relative to the other objects and on the edge of the table|furthust from me relative to the other objects and on the edge of the table|'RelationLandmarkPhrase\n  OnRelation "on"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "edge"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
4|(object_1 RED SPHERE,)|in the middle of the table|in the middle of the table|'RelationLandmarkPhrase\n  OnRelation "in"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
5|(object_1 YELLOW SPHERE,)|toward the back on the right, in front of the blue rectangle|toward the back on the right, in front of the blue rectangle|'RelationLandmarkPhrase\n  Relation "in front of"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "blue"\n      Noun "rectangle"\n'|
5|(object_5 GREEN BOX,)|near the violet ball|near the violet ball|'RelationLandmarkPhrase\n  Relation "near"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "violet"\n      Noun "ball"\n'|
3|(object_2 BLUE CYLINDER,)|just to the left of the green rectangular box| to the left of the green rectangular box|'RelationLandmarkPhrase\n  OrientationRelation\n    DestinationTag "to"\n    Article "the"\n    Direction "left"\n    BelongingTag "of"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      TwoAdjectivePhrase\n        Adjective "green"\n        Adjective "rectangular"\n      Noun "box"\n'|
5|(object_1 YELLOW SPHERE,)|in front of the blue cube|in front of the blue cube|'RelationLandmarkPhrase\n  Relation "in front of"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "blue"\n      Noun "cube"\n'|
3|(object_1 GREEN CYLINDER,)|in the right edge of the table|in the right edge of the table|'RelationLandmarkPhrase\n  OnRelation "in"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "right"\n        Noun "edge"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
1|(object_1 BLUE SPHERE,)|close to the middle of the table, but leaning more towards the right side|close to the middle of the table, but leaning more towards the right side|'RelationLandmarkPhrase\n  Relation "close to"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
1|(object_3 ORANGE BOX,)|behind the orange cylinder and the blue sphere|behind the orange cylinder and the blue sphere|'RelationLandmarkPhrase\n  Relation "behind"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "orange"\n      Noun "cylinder"\n'|
5|(object_2 PURPLE SPHERE,)|near the back of the table, just left of the center and next to a green block|near the back of the table, left of the center and next to a green block|'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "a"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "green"\n      Noun "block"\n'|
4|(object_3 GREEN BOX,)|behind the yellow rectangle, close to the right corner furthest from me|behind the yellow rectangle, close to the right corner furthest from me|'RelationLandmarkPhrase\n  Relation "behind"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "yellow"\n      Noun "rectangle"\n'|
1|(object_5 PURPLE BOX,)|at the far end of the table|at the far end of the table|'RelationLandmarkPhrase\n  Relation "at"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "far"\n        Noun "end"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
5|(object_4 PURPLE BOX,)|at the near edge of the table, far away from the other objects|at the near edge of the table, far away from the other objects|'RelationLandmarkPhrase\n  Relation "at"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "near"\n        Noun "edge"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
4|(object_4 YELLOW BOX,)|in front of the red sphere|in front of the red sphere|'RelationLandmarkPhrase\n  Relation "in front of"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "red"\n      Noun "sphere"\n'|
2|(object_5 PURPLE BOX,)|on the back left of the table, in front of the yellow block|on the back left of the table, in front of the yellow block|'RelationLandmarkPhrase\n  Relation "in front of"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "yellow"\n      Noun "block"\n'|
3|(object_2 BLUE CYLINDER,)|next to the green rectangular prism|next to the green rectangular prism|'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      TwoAdjectivePhrase\n        Adjective "green"\n        Adjective "rectangular"\n      Noun "prism"\n'|
1|(object_1 BLUE SPHERE,)|next to the short orange cylinder|next to the orange cylinder|'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "orange"\n      Noun "cylinder"\n'|
1|(object_1 BLUE SPHERE,)|close to an orange cylinder|close to an orange cylinder|'RelationLandmarkPhrase\n  Relation "close to"\n  ReferringExpression\n    Article "an"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "orange"\n      Noun "cylinder"\n'|
1|(object_5 PURPLE BOX,)|at the far back edge of the table|at the far back edge of the table|'RelationLandmarkPhrase\n  Relation "at"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        TwoAdjectivePhrase\n          OrientationAdjective\n            Direction "far"\n          OrientationAdjective\n            Direction "back"\n        Noun "edge"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
2|(object_4 GREEN BOX,)|on the right corner of the table, bach of all objects|on the right corner of the table, bach of all objects|'RelationLandmarkPhrase\n  OnRelation "on"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "right"\n        Noun "corner"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
4|(object_1 RED SPHERE,)|in the middle of the table|in the middle of the table|'RelationLandmarkPhrase\n  OnRelation "in"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
4|(object_2 ORANGE CYLINDER,)|to the left of the red ball, between the yellow blocks, near the middle of t he table|to the left of the red ball, between the yellow blocks, near the middle of t he table|'RelationLandmarkPhrase\n  OrientationRelation\n    DestinationTag "to"\n    Article "the"\n    Direction "left"\n    BelongingTag "of"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "red"\n      Noun "ball"\n'|
3|(object_4 GREEN BOX,)|next to the blue cylinder|next to the blue cylinder|'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "blue"\n      Noun "cylinder"\n'|
4|(object_2 ORANGE CYLINDER,)|to the left of the red ball|to the left of the red ball|'RelationLandmarkPhrase\n  OrientationRelation\n    DestinationTag "to"\n    Article "the"\n    Direction "left"\n    BelongingTag "of"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "red"\n      Noun "ball"\n'|
4|(object_3 GREEN BOX,)|close to the far end of the table, past a short yellow box|close to the far end of the table, past a yellow box|'RelationLandmarkPhrase\n  Relation "close to"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "far"\n        Noun "end"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
2|(object_2 PURPLE BOX,)|near the edge of the table|near the edge of the table|'RelationLandmarkPhrase\n  Relation "near"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "edge"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
2|(object_5 PURPLE BOX,)|near the middle of the table|near the middle of the table|'RelationLandmarkPhrase\n  Relation "near"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
5|(object_2 PURPLE SPHERE,)|towards the back of the table. in the middle|towards the back of the table. in the middle|'RelationLandmarkPhrase\n  OnRelation "in"\n  ReferringExpression\n    Article "the"\n    NounPhrase\n      Noun "middle"\n'|
5|(object_5 GREEN BOX,)|just to the left of a small purple ball| to the left of a purple ball|'RelationLandmarkPhrase\n  OrientationRelation\n    DestinationTag "to"\n    Article "the"\n    Direction "left"\n    BelongingTag "of"\n  ReferringExpression\n    Article "a"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "purple"\n      Noun "ball"\n'|
3|(object_3 ORANGE CYLINDER,)|at the left end of the table|at the left end of the table|'RelationLandmarkPhrase\n  Relation "at"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "left"\n        Noun "end"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
1|(object_2 ORANGE CYLINDER,)|next to a blue sphere|next to a blue sphere|'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "a"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "blue"\n      Noun "sphere"\n'|
4|(object_2 ORANGE CYLINDER,)|directly to the left of the red ball| to the left of the red ball|'RelationLandmarkPhrase\n  OrientationRelation\n    DestinationTag "to"\n    Article "the"\n    Direction "left"\n    BelongingTag "of"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "red"\n      Noun "ball"\n'|
1|(object_1 BLUE SPHERE,)|directly next to the brown cylinder| next to the brown cylinder|'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "brown"\n      Noun "cylinder"\n'|
4|(object_1 RED SPHERE,)|next to the orange shape|next to the orange shape|'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "orange"\n      Noun "shape"\n'|
5|(object_4 PURPLE BOX,)|on the table|on the table|'RelationLandmarkPhrase\n  OnRelation "on"\n  ReferringExpression\n    Article "the"\n    NounPhrase\n      Noun "table"\n'|
2|(object_2 PURPLE BOX,)|near the far left corner of the table|near the far left corner of the table|'RelationLandmarkPhrase\n  Relation "near"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        TwoAdjectivePhrase\n          OrientationAdjective\n            Direction "far"\n          OrientationAdjective\n            Direction "left"\n        Noun "corner"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
2|(object_2 PURPLE BOX,)|on the left side of the table, closest to the person watching the picture|on the left side of the table, closest to the person watching the picture|'RelationLandmarkPhrase\n  OnRelation "on"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "left"\n        Noun "side"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
3|(object_1 GREEN CYLINDER,)|near the edge|near the edge|'RelationLandmarkPhrase\n  Relation "near"\n  ReferringExpression\n    Article "the"\n    NounPhrase\n      Noun "edge"\n'|
2|(object_1 YELLOW BOX,)|towards the back leftside of the table|towards the back leftside of the table|'RelationLandmarkPhrase\n  Relation "towards"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        TwoAdjectivePhrase\n          OrientationAdjective\n            Direction "back"\n          OrientationAdjective\n            Direction "left"\n        Noun "side"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
5|(object_3 BLUE BOX,)|behind the yellow sphere|behind the yellow sphere|'RelationLandmarkPhrase\n  Relation "behind"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "yellow"\n      Noun "sphere"\n'|
1|(object_5 PURPLE BOX,)|on the edge of the table|on the edge of the table|'RelationLandmarkPhrase\n  OnRelation "on"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "edge"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
5|(object_2 PURPLE SPHERE,)|next to the green cube|next to the green cube|'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "green"\n      Noun "cube"\n'|
4|(object_1 RED SPHERE,)|in the middle of the table|in the middle of the table|'RelationLandmarkPhrase\n  OnRelation "in"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
3|(object_2 BLUE CYLINDER,)|to the left of the green rectangle|to the left of the green rectangle|'RelationLandmarkPhrase\n  OrientationRelation\n    DestinationTag "to"\n    Article "the"\n    Direction "left"\n    BelongingTag "of"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "green"\n      Noun "rectangle"\n'|
1|(object_3 ORANGE BOX,)|above the orange cylinder|above the orange cylinder|'RelationLandmarkPhrase\n  Relation "above"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "orange"\n      Noun "cylinder"\n'|
1|(object_3 ORANGE BOX,)|in front of the purple object|in front of the purple object|'RelationLandmarkPhrase\n  Relation "in front of"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "purple"\n      Noun "object"\n'|
1|(object_1 BLUE SPHERE,)|near an orange cylinder|near an orange cylinder|'RelationLandmarkPhrase\n  Relation "near"\n  ReferringExpression\n    Article "an"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "orange"\n      Noun "cylinder"\n'|
5|(object_5 GREEN BOX,)|in the back middle of the table, next to a small purple ball|in the back middle of the table, next to a purple ball|'RelationLandmarkPhrase\n  OnRelation "in"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "back"\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "a"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "purple"\n      Noun "ball"\n'|
5|(object_5 GREEN BOX,)|left of center, near the middle of the table and immediately next to a small purple ball|left of center, near the middle of the table and immediately next to a purple ball|'RelationLandmarkPhrase\n  Relation "near"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
